approved_symbol,hgnc_id,gene_name_reported,source,source_count,source_evidence
RET,9967,RET,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Inherited phaeochromocytoma and paraganglioma (id=97, version=1.11) | Inherited phaeochromocytoma and paraganglioma excluding NF1 (id=649, version=2.1) | Multiple endocrine tumours (id=36, version=1.14) | Neuroendocrine cancer pertinent cancer susceptibility (id=183, version=1.4) | Parathyroid Cancer (id=86, version=1.4) | Thyroid cancer pertinent cancer susceptibility (id=421, version=1.3) | Cancer Predisposition_Paediatric (id=152, version=0.128)",11,TRUE
RIT1,10023,RIT1,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Childhood solid tumours (id=243, version=4.2)",2,TRUE
RMRP,10031,RMRP,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
RNASEL,10050,RNASEL,"Familial prostate cancer (id=318, version=1.3)",1,FALSE
RNF43,18505,RNF43,"GI tract tumours (id=254, version=1.22) | Inherited polyposis and early onset colorectal cancer - germline testing (id=504, version=2.4)",2,TRUE
RPL11,10301,RPL11,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
RPL15,10306,RPL15,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
RPL23,10316,RPL23,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
RPL26,10327,RPL26,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
RPL27,10328,RPL27,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
RPL31,10334,RPL31,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
RPL35A,10345,RPL35A,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
RPL36,13631,RPL36,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
RPL5,10360,RPL5,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
RPS10,10383,RPS10,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
RPS15,10388,RPS15,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
RPS17,10397,RPS17,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
RPS19,10402,RPS19,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
RPS24,10411,RPS24,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
RPS26,10414,RPS26,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
RPS27,10416,RPS27,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
RPS27A,10417,RPS27A,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
RPS28,10418,RPS28,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
RPS29,10419,RPS29,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
RPS7,10440,RPS7,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
RRAS2,17271,RRAS2,"Familial breast cancer (id=158, version=1.18) | Inherited ovarian cancer (without breast cancer) (id=143, version=4.1)",2,FALSE
RTEL1,15888,RTEL1,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Childhood solid tumours (id=243, version=4.2) | Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",4,TRUE
RUNX1,10471,RUNX1,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16) | Cancer Predisposition_Paediatric (id=152, version=0.128)",3,TRUE
SAMD9,1348,SAMD9,"Multiple monogenic benign skin tumours (id=558, version=2.2)",1,FALSE
SAMD9L,1349,SAMD9L,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
SASH1,19182,SASH1,"Multiple monogenic benign skin tumours (id=558, version=2.2)",1,FALSE
SBDS,19440,SBDS,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
SDHA,10680,SDHA,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Inherited phaeochromocytoma and paraganglioma (id=97, version=1.11) | Inherited phaeochromocytoma and paraganglioma excluding NF1 (id=649, version=2.1) | Neuroendocrine cancer pertinent cancer susceptibility (id=183, version=1.4) | Sarcoma cancer susceptibility (id=217, version=1.21) | Sarcoma susceptibility (id=734, version=1.73) | Cancer Predisposition_Paediatric (id=152, version=0.128)",8,TRUE
SDHAF2,26034,SDHAF2,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Inherited phaeochromocytoma and paraganglioma (id=97, version=1.11) | Inherited phaeochromocytoma and paraganglioma excluding NF1 (id=649, version=2.1) | Multiple endocrine tumours (id=36, version=1.14) | Neuroendocrine cancer pertinent cancer susceptibility (id=183, version=1.4) | Cancer Predisposition_Paediatric (id=152, version=0.128)",7,TRUE
SDHB,10681,SDHB,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Childhood solid tumours (id=243, version=4.2) | Genodermatoses with malignancies (id=201, version=1.9) | Inherited non-medullary thyroid cancer (id=171, version=1.5) | Inherited phaeochromocytoma and paraganglioma (id=97, version=1.11) | Inherited phaeochromocytoma and paraganglioma excluding NF1 (id=649, version=2.1) | Inherited renal cancer (id=521, version=1.24) | Multiple endocrine tumours (id=36, version=1.14) | Neuroendocrine cancer pertinent cancer susceptibility (id=183, version=1.4) | Renal cancer pertinent cancer susceptibility (id=154, version=1.2) | Sarcoma cancer susceptibility (id=217, version=1.21) | Sarcoma susceptibility (id=734, version=1.73) | Cancer Predisposition_Paediatric (id=152, version=0.128) | Renal cancer (id=3278, version=0.4)",15,TRUE
SDHC,10682,SDHC,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Inherited phaeochromocytoma and paraganglioma (id=97, version=1.11) | Inherited phaeochromocytoma and paraganglioma excluding NF1 (id=649, version=2.1) | Inherited renal cancer (id=521, version=1.24) | Multiple endocrine tumours (id=36, version=1.14) | Neuroendocrine cancer pertinent cancer susceptibility (id=183, version=1.4) | Sarcoma cancer susceptibility (id=217, version=1.21) | Sarcoma susceptibility (id=734, version=1.73) | Cancer Predisposition_Paediatric (id=152, version=0.128) | Renal cancer (id=3278, version=0.4)",11,TRUE
SDHD,10683,SDHD,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Childhood solid tumours (id=243, version=4.2) | Genodermatoses with malignancies (id=201, version=1.9) | Inherited non-medullary thyroid cancer (id=171, version=1.5) | Inherited phaeochromocytoma and paraganglioma (id=97, version=1.11) | Inherited phaeochromocytoma and paraganglioma excluding NF1 (id=649, version=2.1) | Inherited renal cancer (id=521, version=1.24) | Multiple endocrine tumours (id=36, version=1.14) | Neuroendocrine cancer pertinent cancer susceptibility (id=183, version=1.4) | Sarcoma cancer susceptibility (id=217, version=1.21) | Sarcoma susceptibility (id=734, version=1.73) | Cancer Predisposition_Paediatric (id=152, version=0.128) | Renal cancer (id=3278, version=0.4)",14,TRUE
SEC23B,10702,SEC23B,"Inherited non-medullary thyroid cancer (id=171, version=1.5)",1,TRUE
SH2B3,29605,SH2B3,"Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16) | Cancer Predisposition_Paediatric (id=152, version=0.128)",4,TRUE
SH2D1A,10820,SH2D1A,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
SHOC2,15454,SHOC2,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Cancer Predisposition_Paediatric (id=152, version=0.128)",4,TRUE
SLC25A11,10981,SLC25A11,"Inherited phaeochromocytoma and paraganglioma excluding NF1 (id=649, version=2.1)",1,TRUE
SLC26A3,3018,SLC26A3,"GI tract tumours (id=254, version=1.22)",1,FALSE
SLC5A5,11040,SLC5A5,"Inherited non-medullary thyroid cancer (id=171, version=1.5)",1,TRUE
SLX4,23845,SLX4,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16) | Head and neck cancer pertinent cancer susceptibility (id=115, version=1.0)",6,TRUE
SMAD4,6770,SMAD4,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Colorectal cancer pertinent cancer susceptibility (id=244, version=1.0) | GI tract tumours (id=254, version=1.22) | Inherited polyposis and early onset colorectal cancer - germline testing (id=504, version=2.4) | Cancer Predisposition_Paediatric (id=152, version=0.128)",8,TRUE
SMAD9,6774,SMAD9,"GI tract tumours (id=254, version=1.22)",1,FALSE
SMARCA4,11100,SMARCA4,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Rhabdoid tumour predisposition (id=600, version=1.6) | Sarcoma susceptibility (id=734, version=1.73) | Cancer Predisposition_Paediatric (id=152, version=0.128)",7,TRUE
SMARCB1,11103,SMARCB1,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Familial Tumours Syndromes of the central & peripheral Nervous system (id=167, version=1.14) | Rhabdoid tumour predisposition (id=600, version=1.6) | Sarcoma susceptibility (id=734, version=1.73) | Cancer Predisposition_Paediatric (id=152, version=0.128)",8,TRUE
SMARCE1,11109,SMARCE1,"Familial Tumours Syndromes of the central & peripheral Nervous system (id=167, version=1.14)",1,TRUE
SOS1,11187,SOS1,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Cancer Predisposition_Paediatric (id=152, version=0.128)",4,TRUE
SOS2,11188,SOS2,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Childhood solid tumours (id=243, version=4.2)",2,TRUE
SPOP,11254,SPOP,"Familial prostate cancer (id=318, version=1.3)",1,FALSE
SPRED1,20249,SPRED1,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Childhood solid tumours (id=243, version=4.2)",2,FALSE
SQSTM1,11280,SQSTM1,"Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Sarcoma cancer susceptibility (id=217, version=1.21) | Sarcoma susceptibility (id=734, version=1.73)",4,TRUE
SRC,11283,SRC,"GI tract tumours (id=254, version=1.22)",1,FALSE
SRGAP1,17382,SRGAP1,"Inherited non-medullary thyroid cancer (id=171, version=1.5)",1,FALSE
SRRM2,16639,SRRM2,"Inherited non-medullary thyroid cancer (id=171, version=1.5)",1,FALSE
STAT3,11364,STAT3,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
STK11,11389,STK11,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Colorectal cancer pertinent cancer susceptibility (id=244, version=1.0) | Familial breast cancer (id=158, version=1.18) | GI tract tumours (id=254, version=1.22) | Inherited ovarian cancer (without breast cancer) (id=143, version=4.1) | Inherited pancreatic cancer (id=524, version=2.1) | Inherited polyposis and early onset colorectal cancer - germline testing (id=504, version=2.4) | Multiple monogenic benign skin tumours (id=558, version=2.2) | Cancer Predisposition_Paediatric (id=152, version=0.128)",12,TRUE
STN1,26200,STN1,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
STX11,11429,STX11,"Haematological malignancies cancer susceptibility (id=59, version=4.2)",1,TRUE
STXBP2,11445,STXBP2,"Haematological malignancies cancer susceptibility (id=59, version=4.2)",1,TRUE
SUFU,16466,SUFU,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Familial Tumours Syndromes of the central & peripheral Nervous system (id=167, version=1.14) | Genodermatoses with malignancies (id=201, version=1.9) | Multiple monogenic benign skin tumours (id=558, version=2.2) | Cancer Predisposition_Paediatric (id=152, version=0.128)",8,TRUE
TBXT,11515,T,"Childhood solid tumours (id=243, version=4.2) | Sarcoma cancer susceptibility (id=217, version=1.21) | Sarcoma susceptibility (id=734, version=1.73)",3,TRUE
TERC,11727,TERC,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Childhood solid tumours (id=243, version=4.2) | Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",4,TRUE
TERT,11730,TERT,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16) | Cancer Predisposition_Paediatric (id=152, version=0.128)",6,TRUE
TG,11764,TG,"Inherited non-medullary thyroid cancer (id=171, version=1.5)",1,FALSE
TINF2,11824,TINF2,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Childhood solid tumours (id=243, version=4.2) | Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",4,TRUE
TMC6,18021,TMC6,"Multiple monogenic benign skin tumours (id=558, version=2.2)",1,FALSE
TMC8,20474,TMC8,"Multiple monogenic benign skin tumours (id=558, version=2.2)",1,FALSE
TMEM127,26038,TMEM127,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Inherited phaeochromocytoma and paraganglioma (id=97, version=1.11) | Inherited phaeochromocytoma and paraganglioma excluding NF1 (id=649, version=2.1) | Inherited renal cancer (id=521, version=1.24) | Multiple endocrine tumours (id=36, version=1.14) | Neuroendocrine cancer pertinent cancer susceptibility (id=183, version=1.4) | Cancer Predisposition_Paediatric (id=152, version=0.128)",8,TRUE
TNFRSF11A,11908,TNFRSF11A,"Childhood solid tumours (id=243, version=4.2) | Sarcoma cancer susceptibility (id=217, version=1.21) | Sarcoma susceptibility (id=734, version=1.73)",3,FALSE
TP53,11998,TP53,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Brain cancer pertinent cancer susceptibility (id=166, version=1.2) | Breast cancer pertinent cancer susceptibility (id=55, version=2.1) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Familial breast cancer (id=158, version=1.18) | Familial rhabdomyosarcoma (id=290, version=1.5) | Familial Tumours Syndromes of the central & peripheral Nervous system (id=167, version=1.14) | GI tract tumours (id=254, version=1.22) | Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16) | Inherited ovarian cancer (without breast cancer) (id=143, version=4.1) | Inherited phaeochromocytoma and paraganglioma (id=97, version=1.11) | Multiple endocrine tumours (id=36, version=1.14) | Sarcoma cancer susceptibility (id=217, version=1.21) | Sarcoma susceptibility (id=734, version=1.73) | Cancer Predisposition_Paediatric (id=152, version=0.128) | Sarcoma (id=3281, version=0.3) | Wilms Tumour Predisposition (id=252, version=0.39)",20,TRUE
TRIM28,16384,TRIM28,"Childhood solid tumours (id=243, version=4.2) | Wilms tumour with features suggestive of predisposition (id=1108, version=1.1) | Cancer Predisposition_Paediatric (id=152, version=0.128) | Wilms Tumour Predisposition (id=252, version=0.39)",4,TRUE
TRIM37,7523,TRIM37,"Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Cancer Predisposition_Paediatric (id=152, version=0.128) | Wilms Tumour Predisposition (id=252, version=0.39)",4,TRUE
TRIP13,12307,TRIP13,"Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Cancer Predisposition_Paediatric (id=152, version=0.128)",3,TRUE
TSC1,12362,TSC1,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Multiple monogenic benign skin tumours (id=558, version=2.2) | Cancer Predisposition_Paediatric (id=152, version=0.128) | Renal cancer (id=3278, version=0.4)",7,TRUE
TSC2,12363,TSC2,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Multiple monogenic benign skin tumours (id=558, version=2.2) | Cancer Predisposition_Paediatric (id=152, version=0.128) | Renal cancer (id=3278, version=0.4)",7,TRUE
TSR2,25455,TSR2,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
UBA2,30661,UBA2,"Haematological malignancies cancer susceptibility (id=59, version=4.2)",1,FALSE
UBE2T,25009,UBE2T,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
UNC13D,23147,UNC13D,"Haematological malignancies cancer susceptibility (id=59, version=4.2)",1,TRUE
VDR,12679,VDR,"Multiple monogenic benign skin tumours (id=558, version=2.2)",1,FALSE
VHL,12687,VHL,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Familial Tumours Syndromes of the central & peripheral Nervous system (id=167, version=1.14) | Inherited phaeochromocytoma and paraganglioma (id=97, version=1.11) | Inherited phaeochromocytoma and paraganglioma excluding NF1 (id=649, version=2.1) | Inherited renal cancer (id=521, version=1.24) | Multiple endocrine tumours (id=36, version=1.14) | Neuroendocrine cancer pertinent cancer susceptibility (id=183, version=1.4) | Renal cancer pertinent cancer susceptibility (id=154, version=1.2) | Cancer Predisposition_Paediatric (id=152, version=0.128) | Renal cancer (id=3278, version=0.4)",13,TRUE
VTRNA2-1,37054,VTRNA2-1,"Inherited non-medullary thyroid cancer (id=171, version=1.5)",1,FALSE
WAS,12731,WAS,"Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",2,TRUE
WRAP53,25522,WRAP53,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Childhood solid tumours (id=243, version=4.2) | Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16)",4,TRUE
WRN,12791,WRN,"Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Inherited non-medullary thyroid cancer (id=171, version=1.5) | Sarcoma cancer susceptibility (id=217, version=1.21) | Sarcoma susceptibility (id=734, version=1.73) | Thyroid cancer pertinent cancer susceptibility (id=421, version=1.3) | Cancer Predisposition_Paediatric (id=152, version=0.128)",7,TRUE
WT1,12796,WT1,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Adult solid tumours for rare disease (id=391, version=1.36) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Familial rhabdomyosarcoma (id=290, version=1.5) | Sarcoma cancer susceptibility (id=217, version=1.21) | Sarcoma susceptibility (id=734, version=1.73) | Wilms tumour with features suggestive of predisposition (id=1108, version=1.1) | Cancer Predisposition_Paediatric (id=152, version=0.128) | Wilms Tumour Predisposition (id=252, version=0.39)",10,TRUE
XPA,12814,XPA,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Cancer Predisposition_Paediatric (id=152, version=0.128)",4,TRUE
XPC,12816,XPC,"Adult solid tumours cancer susceptibility (id=245, version=2.24) | Childhood solid tumours (id=243, version=4.2) | Childhood solid tumours cancer susceptibility (id=259, version=1.24) | Cancer Predisposition_Paediatric (id=152, version=0.128)",4,TRUE
XRCC2,12829,XRCC2,"Familial breast cancer (id=158, version=1.18) | Haematological malignancies cancer susceptibility (id=59, version=4.2) | Haematological malignancies for rare disease (id=407, version=1.16) | Inherited ovarian cancer (without breast cancer) (id=143, version=4.1)",4,TRUE
