approved_symbol,hgnc_id,gene_name_reported,source,source_count,source_evidence
PDGFRA,8803,PDGFRA,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,14,TRUE
PDHA1,8806,PDHA1,blueprintgenetics_hereditary_cancer,1,FALSE
PDHX,21350,PDHX,blueprintgenetics_hereditary_cancer,1,FALSE
PGK1,8896,PGK1,blueprintgenetics_hereditary_cancer,1,FALSE
PGM3,8907,PGM3,blueprintgenetics_hereditary_cancer; uchicago_comprehensive_hereditary_cancer_panel,2,TRUE
PHOX2B,9143,PHOX2B,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; genedx_oncogenedx_custom_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,13,TRUE
PIEZO1,28993,PIEZO1,blueprintgenetics_hereditary_cancer,1,FALSE
PIK3CA,8975,PIK3CA,centogene_solid_tumor_panel; cegat_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; preventiongenetics_cancer_panel,4,TRUE
PIK3CD,8977,PIK3CD,uchicago_comprehensive_hereditary_cancer_panel,1,FALSE
PKLR,9020,PKLR,blueprintgenetics_hereditary_cancer,1,FALSE
PMS1,9121,PMS1,blueprintgenetics_hereditary_cancer,1,FALSE
PMS2,9122,PMS2,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,15,TRUE
POLD1,9175,POLD1,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,15,TRUE
POLE,9177,POLE,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,15,TRUE
POLH,9181,POLH,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; neogenomics_full_comprehensive_cancer_panel_germline,5,TRUE
POT1,17284,POT1,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,14,TRUE
PPM1D,9277,PPM1D,blueprintgenetics_hereditary_cancer,1,FALSE
PRF1,9360,PRF1,blueprintgenetics_hereditary_cancer,1,FALSE
PRKACG,9382,PRKACG,blueprintgenetics_hereditary_cancer,1,FALSE
PRKAR1A,9388,PRKAR1A,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,14,TRUE
PROC,9451,PROC,blueprintgenetics_hereditary_cancer,1,FALSE
PROS1,9456,PROS1,blueprintgenetics_hereditary_cancer,1,FALSE
PRSS1,9475,PRSS1,centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; neogenomics_full_comprehensive_cancer_panel_germline,4,TRUE
PTCH1,9585,PTCH1,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,14,TRUE
PTCH2,9586,PTCH2,centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; preventiongenetics_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline,6,TRUE
PTEN,9588,PTEN,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,15,TRUE
PTPN11,9644,PTPN11,blueprintgenetics_hereditary_cancer; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel,3,TRUE
PUS1,15508,PUS1,blueprintgenetics_hereditary_cancer,1,FALSE
RAB27A,9766,RAB27A,blueprintgenetics_hereditary_cancer,1,FALSE
RAB43,19983,RAB43,preventiongenetics_cancer_panel,1,FALSE
RABL3,18072,RABL3,mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; preventiongenetics_cancer_panel,2,TRUE
RAC2,9802,RAC2,blueprintgenetics_hereditary_cancer,1,FALSE
RAD1,9806,RAD1,preventiongenetics_cancer_panel,1,FALSE
RAD50,9816,RAD50,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline,10,TRUE
RAD51,9817,RAD51,cegat_tumor_syndromes_panel,1,FALSE
RAD51B,9822,RAD51B,mayocliniclabs_xcp_hereditary_expanded_cancer_panel,1,FALSE
RAD51C,9820,RAD51C,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,15,TRUE
RAD51D,9823,RAD51D,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,15,TRUE
RAF1,9829,RAF1,blueprintgenetics_hereditary_cancer; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,2,TRUE
RASA2,9872,RASA2,blueprintgenetics_hereditary_cancer,1,FALSE
RASGRP1,9878,RASGRP1,uchicago_comprehensive_hereditary_cancer_panel,1,FALSE
RASGRP2,9879,RASGRP2,blueprintgenetics_hereditary_cancer,1,FALSE
RB1,9884,RB1,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,14,TRUE
RBBP6,9889,RBBP6,uchicago_comprehensive_hereditary_cancer_panel,1,FALSE
RBM8A,9905,RBM8A,blueprintgenetics_hereditary_cancer; uchicago_comprehensive_hereditary_cancer_panel,2,TRUE
RECQL,9948,RECQL,blueprintgenetics_hereditary_cancer; preventiongenetics_cancer_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel,4,TRUE
RECQL4,9949,RECQL4,blueprintgenetics_hereditary_cancer; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline,10,TRUE
RECQL5,9950,RECQL5,preventiongenetics_cancer_panel,1,FALSE
REN,9958,REN,blueprintgenetics_hereditary_cancer,1,FALSE
REST,9966,REST,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; cegat_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel,6,TRUE
RET,9967,RET,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,15,TRUE
RHAG,10006,RHAG,blueprintgenetics_hereditary_cancer,1,FALSE
RHBDF2,20788,RHBDF2,blueprintgenetics_hereditary_cancer; natera_hereditary_cancer_test_comprehensive,2,TRUE
RINT1,21876,RINT1,cegat_tumor_syndromes_panel,1,FALSE
RIT1,10023,RIT1,blueprintgenetics_hereditary_cancer; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,2,TRUE
RNF168,26661,RNF168,blueprintgenetics_hereditary_cancer,1,FALSE
RNF43,18505,RNF43,centogene_solid_tumor_panel; cegat_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; genedx_oncogenedx_custom_panel; natera_hereditary_cancer_test_comprehensive,6,TRUE
RPL11,10301,RPL11,blueprintgenetics_hereditary_cancer,1,FALSE
RPL15,10306,RPL15,blueprintgenetics_hereditary_cancer,1,FALSE
RPL26,10327,RPL26,blueprintgenetics_hereditary_cancer,1,FALSE
RPL27,10328,RPL27,blueprintgenetics_hereditary_cancer,1,FALSE
RPL31,10334,RPL31,blueprintgenetics_hereditary_cancer,1,FALSE
RPL35A,10345,RPL35A,blueprintgenetics_hereditary_cancer,1,FALSE
RPL5,10360,RPL5,blueprintgenetics_hereditary_cancer,1,FALSE
RPS10,10383,RPS10,blueprintgenetics_hereditary_cancer,1,FALSE
RPS19,10402,RPS19,blueprintgenetics_hereditary_cancer,1,FALSE
RPS20,10405,RPS20,blueprintgenetics_hereditary_cancer; cegat_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; genedx_oncogenedx_custom_panel; natera_hereditary_cancer_test_comprehensive,5,TRUE
RPS24,10411,RPS24,blueprintgenetics_hereditary_cancer,1,FALSE
RPS26,10414,RPS26,blueprintgenetics_hereditary_cancer,1,FALSE
RPS28,10418,RPS28,blueprintgenetics_hereditary_cancer,1,FALSE
RPS29,10419,RPS29,blueprintgenetics_hereditary_cancer,1,FALSE
RPS7,10440,RPS7,blueprintgenetics_hereditary_cancer,1,FALSE
RRAS,10447,RRAS,blueprintgenetics_hereditary_cancer,1,FALSE
RTEL1,15888,RTEL1,blueprintgenetics_hereditary_cancer; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; genedx_oncogenedx_custom_panel,4,TRUE
RUNX1,10471,RUNX1,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; genedx_oncogenedx_custom_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,11,TRUE
SAMD9,1348,SAMD9,blueprintgenetics_hereditary_cancer; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; genedx_oncogenedx_custom_panel,5,TRUE
SAMD9L,1349,SAMD9L,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; genedx_oncogenedx_custom_panel,6,TRUE
SBDS,19440,SBDS,blueprintgenetics_hereditary_cancer,1,FALSE
SCG5,10816,SCG5,cegat_tumor_syndromes_panel; genedx_oncogenedx_custom_panel,2,TRUE
SDHA,10680,SDHA,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,14,TRUE
SDHAF2,26034,SDHAF2,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,14,TRUE
SDHB,10681,SDHB,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,15,TRUE
SDHC,10682,SDHC,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,15,TRUE
SDHD,10683,SDHD,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,15,TRUE
SEC23B,10702,SEC23B,blueprintgenetics_hereditary_cancer; cegat_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,3,TRUE
SEMA4A,10729,SEMA4A,mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,1,FALSE
SERPINC1,775,SERPINC1,blueprintgenetics_hereditary_cancer,1,FALSE
SERPINF2,9075,SERPINF2,blueprintgenetics_hereditary_cancer,1,FALSE
SFTPA1,10798,SFTPA1,mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,1,FALSE
SFTPB,10801,SFTPB,blueprintgenetics_hereditary_cancer,1,FALSE
SFTPC,10802,SFTPC,blueprintgenetics_hereditary_cancer,1,FALSE
SH2B3,29605,SH2B3,uchicago_comprehensive_hereditary_cancer_panel,1,FALSE
SH2D1A,10820,SH2D1A,blueprintgenetics_hereditary_cancer,1,FALSE
SHOC2,15454,SHOC2,blueprintgenetics_hereditary_cancer; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,2,TRUE
SLC11A2,10908,SLC11A2,blueprintgenetics_hereditary_cancer,1,FALSE
SLC19A2,10938,SLC19A2,blueprintgenetics_hereditary_cancer,1,FALSE
SLC25A11,10981,SLC25A11,mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,1,FALSE
SLC25A38,26054,SLC25A38,blueprintgenetics_hereditary_cancer,1,FALSE
SLC37A4,4061,SLC37A4,blueprintgenetics_hereditary_cancer,1,FALSE
SLC45A2,16472,SLC45A2,blueprintgenetics_hereditary_cancer; fulgentgenetics_comprehensivecancer_full; neogenomics_full_comprehensive_cancer_panel_germline,3,TRUE
SLC46A1,30521,SLC46A1,blueprintgenetics_hereditary_cancer,1,FALSE
SLC4A1,11027,SLC4A1,blueprintgenetics_hereditary_cancer,1,FALSE
SLFN14,32689,SLFN14,blueprintgenetics_hereditary_cancer,1,FALSE
SLX4,23845,SLX4,blueprintgenetics_hereditary_cancer; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; neogenomics_full_comprehensive_cancer_panel_germline,5,TRUE
SMAD4,6770,SMAD4,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,15,TRUE
SMARCA2,11098,SMARCA2,centogene_solid_tumor_panel,1,FALSE
SMARCA4,11100,SMARCA4,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,14,TRUE
SMARCB1,11103,SMARCB1,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,14,TRUE
SMARCD2,11107,SMARCD2,blueprintgenetics_hereditary_cancer,1,FALSE
SMARCE1,11109,SMARCE1,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,14,TRUE
SOS1,11187,SOS1,blueprintgenetics_hereditary_cancer; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,2,TRUE
SOS2,11188,SOS2,blueprintgenetics_hereditary_cancer,1,FALSE
SPINK1,11244,SPINK1,mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,1,FALSE
SPRED1,20249,SPRED1,blueprintgenetics_hereditary_cancer; cegat_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,3,TRUE
SPTA1,11272,SPTA1,blueprintgenetics_hereditary_cancer,1,FALSE
SPTB,11274,SPTB,blueprintgenetics_hereditary_cancer,1,FALSE
SRC,11283,SRC,blueprintgenetics_hereditary_cancer,1,FALSE
SRGAP1,17382,SRGAP1,mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,1,FALSE
SRP54,11301,SRP54,blueprintgenetics_hereditary_cancer,1,FALSE
SRP72,11303,SRP72,blueprintgenetics_hereditary_cancer; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; genedx_oncogenedx_custom_panel,5,TRUE
STAT3,11364,STAT3,blueprintgenetics_hereditary_cancer; uchicago_comprehensive_hereditary_cancer_panel,2,TRUE
STK11,11389,STK11,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; myriadgenetics_myrisk_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,15,TRUE
STN1,26200,OBFC1,blueprintgenetics_hereditary_cancer,1,FALSE
STX11,11429,STX11,blueprintgenetics_hereditary_cancer,1,FALSE
STXBP2,11445,STXBP2,blueprintgenetics_hereditary_cancer,1,FALSE
SUCLG2,11450,SUCLG2,mgz_erbliche_tumorerkrankungen_umfassende_diagnostik,1,FALSE
SUFU,16466,SUFU,blueprintgenetics_hereditary_cancer; centogene_solid_tumor_panel; fulgentgenetics_comprehensivecancer_full; cegat_tumor_syndromes_panel; invitae_tumor_syndromes_panel; mgz_erbliche_tumorerkrankungen_umfassende_diagnostik; uchicago_comprehensive_hereditary_cancer_panel; preventiongenetics_cancer_panel; mayocliniclabs_xcp_hereditary_expanded_cancer_panel; genedx_oncogenedx_custom_panel; arupconsult_hereditary_cancer_panel; cancergeneticslab_hereditary_cancer_panel; neogenomics_full_comprehensive_cancer_panel_germline; natera_hereditary_cancer_test_comprehensive,14,TRUE
TBXA2R,11608,TBXA2R,blueprintgenetics_hereditary_cancer,1,FALSE
TBXAS1,11609,TBXAS1,blueprintgenetics_hereditary_cancer,1,FALSE
TCN2,11653,TCN2,blueprintgenetics_hereditary_cancer,1,FALSE
