approved_symbol,hgnc_id,evidence_count,list_count,00_InhousePanels,01_PanelApp,02_HPO,03_DiagnosticPanels,04_COSMIC
TYRP1,12450,0,1,NULL,NULL,NULL,FALSE,NULL
USB1,25792,0,1,NULL,NULL,NULL,FALSE,NULL
USP45,20080,0,1,NULL,NULL,NULL,FALSE,NULL
VKORC1,23663,0,1,NULL,NULL,NULL,FALSE,NULL
VPS13B,2183,0,1,NULL,NULL,NULL,FALSE,NULL
VPS45,14579,0,1,NULL,NULL,NULL,FALSE,NULL
VWF,12726,0,1,NULL,NULL,NULL,FALSE,NULL
WDR1,12754,0,1,NULL,NULL,NULL,FALSE,NULL
WIPF1,12736,0,1,NULL,NULL,NULL,FALSE,NULL
WWP1,17004,0,1,NULL,NULL,NULL,FALSE,NULL
XIAP,592,0,1,NULL,NULL,NULL,FALSE,NULL
YARS2,24249,0,1,NULL,NULL,NULL,FALSE,NULL
ZCCHC8,25265,0,2,NULL,NULL,NULL,FALSE,FALSE
A1CF,24086,0,1,NULL,NULL,NULL,NULL,FALSE
ABI1,11320,0,1,NULL,NULL,NULL,NULL,FALSE
ABL2,77,0,1,NULL,NULL,NULL,NULL,FALSE
ACKR3,23692,0,1,NULL,NULL,NULL,NULL,FALSE
ACSL3,3570,0,1,NULL,NULL,NULL,NULL,FALSE
ACSL6,16496,0,1,NULL,NULL,NULL,NULL,FALSE
ACVR1B,172,0,1,NULL,NULL,NULL,NULL,FALSE
ACVR2A,173,0,1,NULL,NULL,NULL,NULL,FALSE
AFDN,7137,0,1,NULL,NULL,NULL,NULL,FALSE
AFF1,7135,0,1,NULL,NULL,NULL,NULL,FALSE
AFF3,6473,0,1,NULL,NULL,NULL,NULL,FALSE
AFF4,17869,0,1,NULL,NULL,NULL,NULL,FALSE
AKAP9,379,0,1,NULL,NULL,NULL,NULL,FALSE
AKT2,392,0,1,NULL,NULL,NULL,NULL,FALSE
AKT3,393,0,1,NULL,NULL,NULL,NULL,FALSE
ALDH2,404,0,1,NULL,NULL,NULL,NULL,FALSE
AMER1,26837,1,1,NULL,NULL,NULL,NULL,TRUE
APOBEC3B,17352,0,1,NULL,NULL,NULL,NULL,FALSE
ARAF,646,0,1,NULL,NULL,NULL,NULL,FALSE
ARHGAP35,4591,0,1,NULL,NULL,NULL,NULL,FALSE
ARHGAP5,675,0,1,NULL,NULL,NULL,NULL,FALSE
ARHGEF10,14103,0,1,NULL,NULL,NULL,NULL,FALSE
ARHGEF10L,25540,0,1,NULL,NULL,NULL,NULL,FALSE
ARHGEF12,14193,0,1,NULL,NULL,NULL,NULL,FALSE
ARID2,18037,1,1,NULL,NULL,NULL,NULL,TRUE
ARNT,700,0,1,NULL,NULL,NULL,NULL,FALSE
ASPM,19048,0,1,NULL,NULL,NULL,NULL,FALSE
ASXL2,23805,0,1,NULL,NULL,NULL,NULL,FALSE
ATF1,783,0,1,NULL,NULL,NULL,NULL,FALSE
ATIC,794,0,1,NULL,NULL,NULL,NULL,FALSE
ATP1A1,799,0,1,NULL,NULL,NULL,NULL,FALSE
ATP2B3,816,0,1,NULL,NULL,NULL,NULL,FALSE
B2M,914,0,1,NULL,NULL,NULL,NULL,FALSE
BAZ1A,960,0,1,NULL,NULL,NULL,NULL,FALSE
BCL11A,13221,0,1,NULL,NULL,NULL,NULL,FALSE
BCL11B,13222,0,1,NULL,NULL,NULL,NULL,FALSE
BCL2,990,0,1,NULL,NULL,NULL,NULL,FALSE
BCL2L12,13787,0,1,NULL,NULL,NULL,NULL,FALSE
BCL3,998,0,1,NULL,NULL,NULL,NULL,FALSE
BCL6,1001,0,1,NULL,NULL,NULL,NULL,FALSE
BCL7A,1004,0,1,NULL,NULL,NULL,NULL,FALSE
BCL9,1008,0,1,NULL,NULL,NULL,NULL,FALSE
BCL9L,23688,0,1,NULL,NULL,NULL,NULL,FALSE
BCLAF1,16863,0,1,NULL,NULL,NULL,NULL,FALSE
BCOR,20893,1,1,NULL,NULL,NULL,NULL,TRUE
BCORL1,25657,0,1,NULL,NULL,NULL,NULL,FALSE
BIRC3,591,0,1,NULL,NULL,NULL,NULL,FALSE
BIRC6,13516,0,1,NULL,NULL,NULL,NULL,FALSE
BMP5,1072,0,1,NULL,NULL,NULL,NULL,FALSE
BRD3,1104,0,1,NULL,NULL,NULL,NULL,FALSE
BRD4,13575,0,1,NULL,NULL,NULL,NULL,FALSE
BTG1,1130,0,1,NULL,NULL,NULL,NULL,FALSE
BTG2,1131,0,1,NULL,NULL,NULL,NULL,FALSE
PIERCE2,44654,0,1,NULL,NULL,NULL,NULL,FALSE
CACNA1D,1391,0,1,NULL,NULL,NULL,NULL,FALSE
CAMTA1,18806,0,1,NULL,NULL,NULL,NULL,FALSE
CANT1,19721,0,1,NULL,NULL,NULL,NULL,FALSE
CARS1,1493,0,1,NULL,NULL,NULL,NULL,FALSE
CASP3,1504,0,1,NULL,NULL,NULL,NULL,FALSE
CASP9,1511,0,1,NULL,NULL,NULL,NULL,FALSE
CBFA2T3,1537,0,1,NULL,NULL,NULL,NULL,FALSE
CBFB,1539,0,1,NULL,NULL,NULL,NULL,FALSE
CBLB,1542,0,1,NULL,NULL,NULL,NULL,FALSE
CBLC,15961,0,1,NULL,NULL,NULL,NULL,FALSE
CCDC6,18782,0,1,NULL,NULL,NULL,NULL,FALSE
CCNB1IP1,19437,0,1,NULL,NULL,NULL,NULL,FALSE
CCNC,1581,0,1,NULL,NULL,NULL,NULL,FALSE
CCND2,1583,0,1,NULL,NULL,NULL,NULL,FALSE
CCND3,1585,0,1,NULL,NULL,NULL,NULL,FALSE
CCNE1,1589,0,1,NULL,NULL,NULL,NULL,FALSE
CCR4,1605,0,1,NULL,NULL,NULL,NULL,FALSE
CCR7,1608,0,1,NULL,NULL,NULL,NULL,FALSE
CD209,1641,0,1,NULL,NULL,NULL,NULL,FALSE
CD274,17635,0,1,NULL,NULL,NULL,NULL,FALSE
CD28,1653,0,1,NULL,NULL,NULL,NULL,FALSE
CD74,1697,0,1,NULL,NULL,NULL,NULL,FALSE
CD79A,1698,0,1,NULL,NULL,NULL,NULL,FALSE
CD79B,1699,0,1,NULL,NULL,NULL,NULL,FALSE
CDH10,1749,0,1,NULL,NULL,NULL,NULL,FALSE
CDH11,1750,0,1,NULL,NULL,NULL,NULL,FALSE
CDH17,1756,0,1,NULL,NULL,NULL,NULL,FALSE
CDK12,24224,1,1,NULL,NULL,NULL,NULL,TRUE
CDK6,1777,0,1,NULL,NULL,NULL,NULL,FALSE
CDX2,1806,0,1,NULL,NULL,NULL,NULL,FALSE
CEP89,25907,0,1,NULL,NULL,NULL,NULL,FALSE
CHCHD7,28314,0,1,NULL,NULL,NULL,NULL,FALSE
CHD2,1917,0,1,NULL,NULL,NULL,NULL,FALSE
CHD4,1919,0,1,NULL,NULL,NULL,NULL,FALSE
CHST11,17422,0,1,NULL,NULL,NULL,NULL,FALSE
CIC,14214,1,1,NULL,NULL,NULL,NULL,TRUE
CIITA,7067,0,1,NULL,NULL,NULL,NULL,FALSE
CLIP1,10461,0,1,NULL,NULL,NULL,NULL,FALSE
CLP1,16999,0,1,NULL,NULL,NULL,NULL,FALSE
CLTC,2092,0,1,NULL,NULL,NULL,NULL,FALSE
CLTCL1,2093,0,1,NULL,NULL,NULL,NULL,FALSE
CNBD1,26663,0,1,NULL,NULL,NULL,NULL,FALSE
CNBP,13164,0,1,NULL,NULL,NULL,NULL,FALSE
CNOT3,7879,0,1,NULL,NULL,NULL,NULL,FALSE
CNTNAP2,13830,0,1,NULL,NULL,NULL,NULL,FALSE
CNTRL,1858,0,1,NULL,NULL,NULL,NULL,FALSE
COL1A1,2197,0,1,NULL,NULL,NULL,NULL,FALSE
COL3A1,2201,0,1,NULL,NULL,NULL,NULL,FALSE
COX6C,2285,0,1,NULL,NULL,NULL,NULL,FALSE
CPEB3,21746,0,1,NULL,NULL,NULL,NULL,FALSE
CREB3L1,18856,0,1,NULL,NULL,NULL,NULL,FALSE
CREB3L2,23720,0,1,NULL,NULL,NULL,NULL,FALSE
CRLF2,14281,0,1,NULL,NULL,NULL,NULL,FALSE
CRNKL1,15762,0,1,NULL,NULL,NULL,NULL,FALSE
CRTC1,16062,0,1,NULL,NULL,NULL,NULL,FALSE
CRTC3,26148,0,1,NULL,NULL,NULL,NULL,FALSE
CSF1R,2433,0,1,NULL,NULL,NULL,NULL,FALSE
CSMD3,19291,0,1,NULL,NULL,NULL,NULL,FALSE
CTNNA2,2510,0,1,NULL,NULL,NULL,NULL,FALSE
CTNND1,2515,0,1,NULL,NULL,NULL,NULL,FALSE
CTNND2,2516,0,1,NULL,NULL,NULL,NULL,FALSE
CUL3,2553,0,1,NULL,NULL,NULL,NULL,FALSE
CUX1,2557,0,1,NULL,NULL,NULL,NULL,FALSE
CYP2C8,2622,0,1,NULL,NULL,NULL,NULL,FALSE
CYSLTR2,18274,0,1,NULL,NULL,NULL,NULL,FALSE
DAXX,2681,0,1,NULL,NULL,NULL,NULL,FALSE
DCAF12L2,32950,0,1,NULL,NULL,NULL,NULL,FALSE
DCTN1,2711,0,1,NULL,NULL,NULL,NULL,FALSE
DDIT3,2726,0,1,NULL,NULL,NULL,NULL,FALSE
DDX10,2735,0,1,NULL,NULL,NULL,NULL,FALSE
DDX3X,2745,0,1,NULL,NULL,NULL,NULL,FALSE
DDX5,2746,0,1,NULL,NULL,NULL,NULL,FALSE
DDX6,2747,0,1,NULL,NULL,NULL,NULL,FALSE
DEK,2768,0,1,NULL,NULL,NULL,NULL,FALSE
DNAJB1,5270,0,1,NULL,NULL,NULL,NULL,FALSE
DNM2,2974,0,1,NULL,NULL,NULL,NULL,FALSE
DUX4L1,3082,0,1,NULL,NULL,NULL,NULL,FALSE
EBF1,3126,0,1,NULL,NULL,NULL,NULL,FALSE
ECT2L,21118,0,1,NULL,NULL,NULL,NULL,FALSE
EED,3188,0,1,NULL,NULL,NULL,NULL,FALSE
EIF1AX,3250,0,1,NULL,NULL,NULL,NULL,FALSE
EIF3E,3277,0,1,NULL,NULL,NULL,NULL,FALSE
EIF4A2,3284,0,1,NULL,NULL,NULL,NULL,FALSE
ELF3,3318,0,1,NULL,NULL,NULL,NULL,FALSE
ELF4,3319,0,1,NULL,NULL,NULL,NULL,FALSE
ELK4,3326,0,1,NULL,NULL,NULL,NULL,FALSE
ELL,23114,0,1,NULL,NULL,NULL,NULL,FALSE
ELN,3327,0,1,NULL,NULL,NULL,NULL,FALSE
EML4,1316,0,1,NULL,NULL,NULL,NULL,FALSE
EPHA3,3387,0,1,NULL,NULL,NULL,NULL,FALSE
EPHA7,3390,0,1,NULL,NULL,NULL,NULL,FALSE
EPS15,3419,0,1,NULL,NULL,NULL,NULL,FALSE
ERBB4,3432,1,1,NULL,NULL,NULL,NULL,TRUE
ERC1,17072,0,1,NULL,NULL,NULL,NULL,FALSE
ERG,3446,0,1,NULL,NULL,NULL,NULL,FALSE
ETNK1,24649,0,1,NULL,NULL,NULL,NULL,FALSE
ETV1,3490,0,1,NULL,NULL,NULL,NULL,FALSE
ETV4,3493,0,1,NULL,NULL,NULL,NULL,FALSE
ETV5,3494,0,1,NULL,NULL,NULL,NULL,FALSE
EZR,12691,0,1,NULL,NULL,NULL,NULL,FALSE
FAM131B,22202,0,1,NULL,NULL,NULL,NULL,FALSE
FAM135B,28029,0,1,NULL,NULL,NULL,NULL,FALSE
FAM47C,25301,0,1,NULL,NULL,NULL,NULL,FALSE
FAT1,3595,1,1,NULL,NULL,NULL,NULL,TRUE
FAT3,23112,0,1,NULL,NULL,NULL,NULL,FALSE
FBLN2,3601,0,1,NULL,NULL,NULL,NULL,FALSE
FBXO11,13590,0,1,NULL,NULL,NULL,NULL,FALSE
FCGR2B,3618,0,1,NULL,NULL,NULL,NULL,FALSE
FCRL4,18507,0,1,NULL,NULL,NULL,NULL,FALSE
FEN1,3650,0,1,NULL,NULL,NULL,NULL,FALSE
FES,3657,0,1,NULL,NULL,NULL,NULL,FALSE
FEV,18562,0,1,NULL,NULL,NULL,NULL,FALSE
CEP43,17012,0,1,NULL,NULL,NULL,NULL,FALSE
FGFR4,3691,0,1,NULL,NULL,NULL,NULL,FALSE
FHIT,3701,0,1,NULL,NULL,NULL,NULL,FALSE
FIP1L1,19124,0,1,NULL,NULL,NULL,NULL,FALSE
FKBP9,3725,0,1,NULL,NULL,NULL,NULL,FALSE
FNBP1,17069,0,1,NULL,NULL,NULL,NULL,FALSE
FOXA1,5021,0,1,NULL,NULL,NULL,NULL,FALSE
FOXL2,1092,1,1,NULL,NULL,NULL,NULL,TRUE
FOXO4,7139,0,1,NULL,NULL,NULL,NULL,FALSE
FOXP1,3823,0,1,NULL,NULL,NULL,NULL,FALSE
FOXR1,29980,0,1,NULL,NULL,NULL,NULL,FALSE
FSTL3,3973,0,1,NULL,NULL,NULL,NULL,FALSE
FUBP1,4004,0,1,NULL,NULL,NULL,NULL,FALSE
FUS,4010,0,1,NULL,NULL,NULL,NULL,FALSE
GAS7,4169,0,1,NULL,NULL,NULL,NULL,FALSE
GATA3,4172,1,1,NULL,NULL,NULL,NULL,TRUE
GLI1,4317,0,1,NULL,NULL,NULL,NULL,FALSE
GMPS,4378,0,1,NULL,NULL,NULL,NULL,FALSE
GOLGA5,4428,0,1,NULL,NULL,NULL,NULL,FALSE
GOLPH3,15452,0,1,NULL,NULL,NULL,NULL,FALSE
GOPC,17643,0,1,NULL,NULL,NULL,NULL,FALSE
GPC5,4453,0,1,NULL,NULL,NULL,NULL,FALSE
GPHN,15465,0,1,NULL,NULL,NULL,NULL,FALSE
GRIN2A,4585,1,1,NULL,NULL,NULL,NULL,TRUE
GRM3,4595,0,1,NULL,NULL,NULL,NULL,FALSE
H3-3B,4765,0,1,NULL,NULL,NULL,NULL,FALSE
HERPUD1,13744,0,1,NULL,NULL,NULL,NULL,FALSE
HEY1,4880,0,1,NULL,NULL,NULL,NULL,FALSE
HIF1A,4910,0,1,NULL,NULL,NULL,NULL,FALSE
HIP1,4913,0,1,NULL,NULL,NULL,NULL,FALSE
H3C2,4776,0,1,NULL,NULL,NULL,NULL,FALSE
HLA-A,4931,0,1,NULL,NULL,NULL,NULL,FALSE
HLF,4977,0,1,NULL,NULL,NULL,NULL,FALSE
HMGA1,5010,0,1,NULL,NULL,NULL,NULL,FALSE
HMGA2,5009,0,1,NULL,NULL,NULL,NULL,FALSE
HMGN2P46,26817,0,1,NULL,NULL,NULL,NULL,FALSE
HNRNPA2B1,5033,0,1,NULL,NULL,NULL,NULL,FALSE
HOOK3,23576,0,1,NULL,NULL,NULL,NULL,FALSE
HOXA13,5102,0,1,NULL,NULL,NULL,NULL,FALSE
HOXA9,5109,0,1,NULL,NULL,NULL,NULL,FALSE
HOXC11,5123,0,1,NULL,NULL,NULL,NULL,FALSE
HOXC13,5125,0,1,NULL,NULL,NULL,NULL,FALSE
HOXD11,5134,0,1,NULL,NULL,NULL,NULL,FALSE
HOXD13,5136,0,1,NULL,NULL,NULL,NULL,FALSE
HSP90AA1,5253,0,1,NULL,NULL,NULL,NULL,FALSE
HSP90AB1,5258,0,1,NULL,NULL,NULL,NULL,FALSE
ID3,5362,0,1,NULL,NULL,NULL,NULL,FALSE
IGF2BP2,28867,0,1,NULL,NULL,NULL,NULL,FALSE
IGH,5477,0,1,NULL,NULL,NULL,NULL,FALSE
IGK,5715,0,1,NULL,NULL,NULL,NULL,FALSE
IGL,5853,0,1,NULL,NULL,NULL,NULL,FALSE
IKBKB,5960,0,1,NULL,NULL,NULL,NULL,FALSE
IL2,6001,0,1,NULL,NULL,NULL,NULL,FALSE
IL21R,6006,0,1,NULL,NULL,NULL,NULL,FALSE
IL7R,6024,0,1,NULL,NULL,NULL,NULL,FALSE
IRS4,6128,0,1,NULL,NULL,NULL,NULL,FALSE
ISX,28084,0,1,NULL,NULL,NULL,NULL,FALSE
ITGAV,6150,0,1,NULL,NULL,NULL,NULL,FALSE
JAK1,6190,1,1,NULL,NULL,NULL,NULL,TRUE
JAK3,6193,1,1,NULL,NULL,NULL,NULL,TRUE
JAZF1,28917,0,1,NULL,NULL,NULL,NULL,FALSE
JUN,6204,0,1,NULL,NULL,NULL,NULL,FALSE
KAT6A,13013,0,1,NULL,NULL,NULL,NULL,FALSE
KAT6B,17582,0,1,NULL,NULL,NULL,NULL,FALSE
KAT7,17016,0,1,NULL,NULL,NULL,NULL,FALSE
KCNJ5,6266,1,1,NULL,NULL,NULL,NULL,TRUE
KDM5A,9886,0,1,NULL,NULL,NULL,NULL,FALSE
KDM5C,11114,1,1,NULL,NULL,NULL,NULL,TRUE
KDM6A,12637,1,1,NULL,NULL,NULL,NULL,TRUE
KDSR,4021,0,1,NULL,NULL,NULL,NULL,FALSE
KEAP1,23177,1,1,NULL,NULL,NULL,NULL,TRUE
KIAA1549,22219,0,1,NULL,NULL,NULL,NULL,FALSE
KIF5B,6324,0,1,NULL,NULL,NULL,NULL,FALSE
KLF4,6348,0,1,NULL,NULL,NULL,NULL,FALSE
KLK2,6363,0,1,NULL,NULL,NULL,NULL,FALSE
KMT2A,7132,1,1,NULL,NULL,NULL,NULL,TRUE
KNL1,24054,0,1,NULL,NULL,NULL,NULL,FALSE
KNSTRN,30767,0,1,NULL,NULL,NULL,NULL,FALSE
KTN1,6467,0,1,NULL,NULL,NULL,NULL,FALSE
LARP4B,28987,0,1,NULL,NULL,NULL,NULL,FALSE
LASP1,6513,0,1,NULL,NULL,NULL,NULL,FALSE
LATS1,6514,0,1,NULL,NULL,NULL,NULL,FALSE
LATS2,6515,0,1,NULL,NULL,NULL,NULL,FALSE
LCK,6524,0,1,NULL,NULL,NULL,NULL,FALSE
LCP1,6528,0,1,NULL,NULL,NULL,NULL,FALSE
LEPROTL1,6555,0,1,NULL,NULL,NULL,NULL,FALSE
LHFPL6,6586,0,1,NULL,NULL,NULL,NULL,FALSE
LIFR,6597,0,1,NULL,NULL,NULL,NULL,FALSE
LMNA,6636,0,1,NULL,NULL,NULL,NULL,FALSE
LMO1,6641,1,1,NULL,NULL,NULL,NULL,TRUE
LMO2,6642,0,1,NULL,NULL,NULL,NULL,FALSE
LRIG3,30991,0,1,NULL,NULL,NULL,NULL,FALSE
LRP1B,6693,1,1,NULL,NULL,NULL,NULL,TRUE
LSM14A,24489,0,1,NULL,NULL,NULL,NULL,FALSE
LYL1,6734,0,1,NULL,NULL,NULL,NULL,FALSE
LYN,6735,0,1,NULL,NULL,NULL,NULL,FALSE
MACC1,30215,0,1,NULL,NULL,NULL,NULL,FALSE
MAF,6776,0,1,NULL,NULL,NULL,NULL,FALSE
MAFB,6408,0,1,NULL,NULL,NULL,NULL,FALSE
MALAT1,29665,0,1,NULL,NULL,NULL,NULL,FALSE
MALT1,6819,0,1,NULL,NULL,NULL,NULL,FALSE
MAML2,16259,0,1,NULL,NULL,NULL,NULL,FALSE
MAP2K4,6844,0,1,NULL,NULL,NULL,NULL,FALSE
MAP3K13,6852,0,1,NULL,NULL,NULL,NULL,FALSE
MAPK1,6871,0,1,NULL,NULL,NULL,NULL,FALSE
MB21D2,30438,0,1,NULL,NULL,NULL,NULL,FALSE
MDM2,6973,0,1,NULL,NULL,NULL,NULL,FALSE
MDS2,29633,0,1,NULL,NULL,NULL,NULL,FALSE
MED12,11957,1,1,NULL,NULL,NULL,NULL,TRUE
MGMT,7059,0,1,NULL,NULL,NULL,NULL,FALSE
MLF1,7125,0,1,NULL,NULL,NULL,NULL,FALSE
MLLT1,7134,0,1,NULL,NULL,NULL,NULL,FALSE
MLLT11,16997,0,1,NULL,NULL,NULL,NULL,FALSE
MLLT3,7136,0,1,NULL,NULL,NULL,NULL,FALSE
MLLT6,7138,0,1,NULL,NULL,NULL,NULL,FALSE
MSI2,18585,0,1,NULL,NULL,NULL,NULL,FALSE
MSN,7373,0,1,NULL,NULL,NULL,NULL,FALSE
MTCP1,7423,0,1,NULL,NULL,NULL,NULL,FALSE
MUC1,7508,0,1,NULL,NULL,NULL,NULL,FALSE
MUC16,15582,0,1,NULL,NULL,NULL,NULL,FALSE
MUC4,7514,0,1,NULL,NULL,NULL,NULL,FALSE
MYB,7545,0,1,NULL,NULL,NULL,NULL,FALSE
MYCL,7555,0,1,NULL,NULL,NULL,NULL,FALSE
MYCN,7559,0,1,NULL,NULL,NULL,NULL,FALSE
MYOD1,7611,0,1,NULL,NULL,NULL,NULL,FALSE
N4BP2,29851,0,1,NULL,NULL,NULL,NULL,FALSE
NAB2,7627,0,1,NULL,NULL,NULL,NULL,FALSE
NACA,7629,0,1,NULL,NULL,NULL,NULL,FALSE
NBEA,7648,0,1,NULL,NULL,NULL,NULL,FALSE
NCKIPSD,15486,0,1,NULL,NULL,NULL,NULL,FALSE
NCOA1,7668,0,1,NULL,NULL,NULL,NULL,FALSE
NCOA2,7669,0,1,NULL,NULL,NULL,NULL,FALSE
NCOA4,7671,0,1,NULL,NULL,NULL,NULL,FALSE
NCOR1,7672,1,1,NULL,NULL,NULL,NULL,TRUE
NCOR2,7673,0,1,NULL,NULL,NULL,NULL,FALSE
NDRG1,7679,0,1,NULL,NULL,NULL,NULL,FALSE
NFATC2,7776,0,1,NULL,NULL,NULL,NULL,FALSE
NFE2L2,7782,0,1,NULL,NULL,NULL,NULL,FALSE
NFIB,7785,0,1,NULL,NULL,NULL,NULL,FALSE
NFKB2,7795,0,1,NULL,NULL,NULL,NULL,FALSE
NFKBIE,7799,0,1,NULL,NULL,NULL,NULL,FALSE
NIN,14906,0,1,NULL,NULL,NULL,NULL,FALSE
NONO,7871,0,1,NULL,NULL,NULL,NULL,FALSE
NOTCH2,7882,1,1,NULL,NULL,NULL,NULL,TRUE
NRG1,7997,0,1,NULL,NULL,NULL,NULL,FALSE
NSD2,12766,0,1,NULL,NULL,NULL,NULL,FALSE
NSD3,12767,0,1,NULL,NULL,NULL,NULL,FALSE
NT5C2,8022,0,1,NULL,NULL,NULL,NULL,FALSE
NTRK2,8032,0,1,NULL,NULL,NULL,NULL,FALSE
NTRK3,8033,1,1,NULL,NULL,NULL,NULL,TRUE
NUP98,8068,0,1,NULL,NULL,NULL,NULL,FALSE
NUTM1,29919,0,1,NULL,NULL,NULL,NULL,FALSE
NUTM2B,23445,0,1,NULL,NULL,NULL,NULL,FALSE
NUTM2D,23447,0,1,NULL,NULL,NULL,NULL,FALSE
OLIG2,9398,0,1,NULL,NULL,NULL,NULL,FALSE
OMD,8134,0,1,NULL,NULL,NULL,NULL,FALSE
P2RY8,15524,0,1,NULL,NULL,NULL,NULL,FALSE
PABPC1,8554,0,1,NULL,NULL,NULL,NULL,FALSE
PAFAH1B2,8575,0,1,NULL,NULL,NULL,NULL,FALSE
PATZ1,13071,0,1,NULL,NULL,NULL,NULL,FALSE
PAX8,8622,0,1,NULL,NULL,NULL,NULL,FALSE
PBX1,8632,0,1,NULL,NULL,NULL,NULL,FALSE
PCBP1,8647,0,1,NULL,NULL,NULL,NULL,FALSE
PCM1,8727,0,1,NULL,NULL,NULL,NULL,FALSE
PDCD1LG2,18731,0,1,NULL,NULL,NULL,NULL,FALSE
PDE4DIP,15580,0,1,NULL,NULL,NULL,NULL,FALSE
PER1,8845,0,1,NULL,NULL,NULL,NULL,FALSE
PHF6,18145,0,1,NULL,NULL,NULL,NULL,FALSE
PIK3CB,8976,0,1,NULL,NULL,NULL,NULL,FALSE
PIM1,8986,0,1,NULL,NULL,NULL,NULL,FALSE
PLCG1,9065,0,1,NULL,NULL,NULL,NULL,FALSE
PML,9113,0,1,NULL,NULL,NULL,NULL,FALSE
POLG,9179,0,1,NULL,NULL,NULL,NULL,FALSE
POLQ,9186,1,1,NULL,NULL,NULL,NULL,TRUE
POLR2A,9187,0,1,NULL,NULL,NULL,NULL,FALSE
POU2AF1,9211,0,1,NULL,NULL,NULL,NULL,FALSE
POU5F1,9221,0,1,NULL,NULL,NULL,NULL,FALSE
PPARG,9236,0,1,NULL,NULL,NULL,NULL,FALSE
PPFIBP1,9249,0,1,NULL,NULL,NULL,NULL,FALSE
PPP2R1A,9302,0,1,NULL,NULL,NULL,NULL,FALSE
PPP6C,9323,0,1,NULL,NULL,NULL,NULL,FALSE
PRDM1,9346,0,1,NULL,NULL,NULL,NULL,FALSE
PRDM16,14000,0,1,NULL,NULL,NULL,NULL,FALSE
PRDM2,9347,0,1,NULL,NULL,NULL,NULL,FALSE
PREX2,22950,0,1,NULL,NULL,NULL,NULL,FALSE
PRKACA,9380,0,1,NULL,NULL,NULL,NULL,FALSE
PRKCB,9395,0,1,NULL,NULL,NULL,NULL,FALSE
PRKD1,9407,0,1,NULL,NULL,NULL,NULL,FALSE
PRPF40B,25031,0,1,NULL,NULL,NULL,NULL,FALSE
PRRX1,9142,0,1,NULL,NULL,NULL,NULL,FALSE
PSIP1,9527,0,1,NULL,NULL,NULL,NULL,FALSE
PTK6,9617,0,1,NULL,NULL,NULL,NULL,FALSE
PTPN13,9646,1,1,NULL,NULL,NULL,NULL,TRUE
PTPN6,9658,0,1,NULL,NULL,NULL,NULL,FALSE
PTPRB,9665,0,1,NULL,NULL,NULL,NULL,FALSE
PTPRD,9668,0,1,NULL,NULL,NULL,NULL,FALSE
PTPRK,9674,0,1,NULL,NULL,NULL,NULL,FALSE
PTPRT,9682,1,1,NULL,NULL,NULL,NULL,TRUE
PWWP2A,29406,0,1,NULL,NULL,NULL,NULL,FALSE
QKI,21100,0,1,NULL,NULL,NULL,NULL,FALSE
RABEP1,17677,0,1,NULL,NULL,NULL,NULL,FALSE
RAC1,9801,0,1,NULL,NULL,NULL,NULL,FALSE
RAD17,9807,0,1,NULL,NULL,NULL,NULL,FALSE
RALGDS,9842,0,1,NULL,NULL,NULL,NULL,FALSE
RANBP2,9848,0,1,NULL,NULL,NULL,NULL,FALSE
RAP1GDS1,9859,0,1,NULL,NULL,NULL,NULL,FALSE
RBM10,9896,0,1,NULL,NULL,NULL,NULL,FALSE
RBM15,14959,0,1,NULL,NULL,NULL,NULL,FALSE
REL,9954,0,1,NULL,NULL,NULL,NULL,FALSE
RGPD3,32416,0,1,NULL,NULL,NULL,NULL,FALSE
RGS7,10003,0,1,NULL,NULL,NULL,NULL,FALSE
RHOA,667,1,1,NULL,NULL,NULL,NULL,TRUE
RMI2,28349,0,1,NULL,NULL,NULL,NULL,FALSE
RNF213,14539,0,1,NULL,NULL,NULL,NULL,FALSE
ROBO2,10250,0,1,NULL,NULL,NULL,NULL,FALSE
ROS1,10261,0,1,NULL,NULL,NULL,NULL,FALSE
RPL10,10298,0,1,NULL,NULL,NULL,NULL,FALSE
RPL22,10315,0,1,NULL,NULL,NULL,NULL,FALSE
RPN1,10381,0,1,NULL,NULL,NULL,NULL,FALSE
RSPO2,28583,0,1,NULL,NULL,NULL,NULL,FALSE
RSPO3,20866,0,1,NULL,NULL,NULL,NULL,FALSE
RUNX1T1,1535,0,1,NULL,NULL,NULL,NULL,FALSE
S100A7,10497,0,1,NULL,NULL,NULL,NULL,FALSE
SALL4,15924,0,1,NULL,NULL,NULL,NULL,FALSE
SDC4,10661,0,1,NULL,NULL,NULL,NULL,FALSE
SEPTIN5,9164,0,1,NULL,NULL,NULL,NULL,FALSE
SEPTIN6,15848,0,1,NULL,NULL,NULL,NULL,FALSE
SEPTIN9,7323,0,1,NULL,NULL,NULL,NULL,FALSE
SET,10760,0,1,NULL,NULL,NULL,NULL,FALSE
SETD1B,29187,0,1,NULL,NULL,NULL,NULL,FALSE
SETD2,18420,1,1,NULL,NULL,NULL,NULL,TRUE
SETDB1,10761,0,1,NULL,NULL,NULL,NULL,FALSE
SFPQ,10774,0,1,NULL,NULL,NULL,NULL,FALSE
SFRP4,10778,0,1,NULL,NULL,NULL,NULL,FALSE
SGK1,10810,0,1,NULL,NULL,NULL,NULL,FALSE
